user ID,purchase ID,bought at,SKU,product,number of purchases,condition,global ratings,shares on social media,reviews
820,10604,2022-03-17T03:44:18.840567,5,TV,2,like new,3,2,20
79,10605,2022-03-17T03:44:18.840572,6,TV,3,used,2,0,48
1798,10606,2022-03-17T03:44:18.840577,7,Speakers,1,new,4,2,87
229,10607,2022-03-17T03:44:18.840582,8,Laptop,2,refurbished,4,4,36
965,10608,2022-03-17T03:44:18.840587,9,TV,2,like new,2,2,7
1410,10609,2022-03-17T03:44:18.840592,10,Smartphone,1,slightly damaged,0,0,24
1831,10610,2022-03-17T03:44:18.840597,11,Smartphone,1,like new,3,2,23
1804,10611,2022-03-17T03:44:18.840602,12,Smartphone,3,refurbished,4,4,75
1015,10612,2022-03-17T03:44:18.840607,13,Speakers,2,slightly damaged,2,2,28
1343,10613,2022-03-17T03:44:18.840612,14,TV,2,refurbished,4,4,62
1800,10614,2022-03-17T03:44:18.840617,15,Speakers,1,new,2,2,86
1740,10615,2022-03-17T03:44:18.840622,16,Laptop,1,like new,1,2,23
1224,10616,2022-03-17T03:44:18.840627,17,Laptop,2,new,4,2,90
274,10617,2022-03-17T03:44:18.840632,18,TV,2,slightly damaged,0,2,17
292,10618,2022-03-17T03:44:18.840637,19,Laptop,1,new,4,2,83
1808,10619,2022-03-17T03:44:18.840642,20,Smartphone,2,refurbished,4,4,56
220,10620,2022-03-17T03:44:18.840647,21,Speakers,1,new,4,2,99
1335,10621,2022-03-17T03:44:18.840652,22,Speakers,1,like new,1,2,1
1338,10622,2022-03-17T03:44:18.840657,23,Laptop,1,used,0,0,50
687,10623,2022-03-17T03:44:18.840662,24,Speakers,1,refurbished,4,4,41
1105,10624,2022-03-17T03:44:18.840667,25,Laptop,1,like new,1,2,18
675,10625,2022-03-17T03:44:18.840672,26,Camera,3,like new,2,2,27
757,10626,2022-03-17T03:44:18.840677,27,Camera,1,refurbished,4,4,53
1578,10627,2022-03-17T03:44:18.840682,28,Camera,1,refurbished,4,4,67
475,10628,2022-03-17T03:44:18.840687,29,Speakers,1,like new,2,2,10
92,10629,2022-03-17T03:44:18.840694,30,TV,2,slightly damaged,0,2,11
1166,10630,2022-03-17T03:44:18.840699,31,Camera,1,new,2,2,90
963,10631,2022-03-17T03:44:18.840704,32,Camera,1,new,2,2,86
647,10632,2022-03-17T03:44:18.840709,33,Speakers,1,refurbished,4,4,37
147,10633,2022-03-17T03:44:18.840714,34,Laptop,1,slightly damaged,2,1,14
1789,10634,2022-03-17T03:44:18.840719,35,Smartphone,3,new,4,2,81
193,10635,2022-03-17T03:44:18.840724,36,Smartphone,3,new,2,4,80
1187,10636,2022-03-17T03:44:18.840729,37,Speakers,1,refurbished,4,4,66
998,10637,2022-03-17T03:44:18.840734,38,Camera,1,refurbished,4,4,44
376,10638,2022-03-17T03:44:18.840739,39,Smartphone,3,like new,3,2,30
1000,10639,2022-03-17T03:44:18.840744,40,Laptop,2,refurbished,4,4,49
371,10640,2022-03-17T03:44:18.840750,41,Laptop,1,slightly damaged,1,2,36
70,10641,2022-03-17T03:44:18.840755,42,Camera,1,refurbished,4,4,75
1015,10642,2022-03-17T03:44:18.840760,43,Smartphone,1,used,0,0,41
41,10643,2022-03-17T03:44:18.840765,44,Camera,2,used,1,2,30
1755,10644,2022-03-17T03:44:18.840770,45,Camera,2,used,0,2,50
1755,10645,2022-03-17T03:44:18.840775,46,Camera,2,like new,1,2,24
1493,10646,2022-03-17T03:44:18.840780,47,Speakers,1,new,2,4,85
950,10647,2022-03-17T03:44:18.840785,48,Speakers,1,refurbished,4,4,54
85,10648,2022-03-17T03:44:18.840790,49,Smartphone,3,like new,4,2,12
1511,10649,2022-03-17T03:44:18.840795,50,TV,2,new,2,4,99
1304,10650,2022-03-17T03:44:18.840800,51,Camera,3,used,0,0,42
839,10651,2022-03-17T03:44:18.840805,52,TV,2,refurbished,4,4,55
832,10652,2022-03-17T03:44:18.840810,53,Laptop,1,slightly damaged,1,0,32
1564,10653,2022-03-17T03:44:18.840815,54,Smartphone,1,used,0,2,33
728,10654,2022-03-17T03:44:18.840824,55,TV,2,refurbished,4,4,68
744,10655,2022-03-17T03:44:18.840830,56,Camera,2,like new,4,2,2
90,10656,2022-03-17T03:44:18.840835,57,Camera,3,like new,2,2,14
1793,10657,2022-03-17T03:44:18.840840,58,Laptop,1,used,0,2,47
62,10658,2022-03-17T03:44:18.840845,59,Camera,1,new,4,2,86
318,10659,2022-03-17T03:44:18.840850,60,TV,2,slightly damaged,0,1,34
864,10660,2022-03-17T03:44:18.840855,61,TV,3,like new,4,2,21
501,10661,2022-03-17T03:44:18.840860,62,Speakers,1,new,2,4,87
460,10662,2022-03-17T03:44:18.840865,63,Laptop,1,like new,2,2,23
666,10663,2022-03-17T03:44:18.840870,64,Camera,1,slightly damaged,1,2,35
1366,10664,2022-03-17T03:44:18.840875,65,Camera,2,slightly damaged,1,1,26
117,10665,2022-03-17T03:44:18.840880,66,Speakers,1,used,1,2,58
1140,10666,2022-03-17T03:44:18.840886,67,Laptop,1,like new,3,2,18
1764,10667,2022-03-17T03:44:18.840891,68,Smartphone,3,refurbished,4,4,66
784,10668,2022-03-17T03:44:18.840896,69,Smartphone,1,used,1,0,54
1813,10669,2022-03-17T03:44:18.840901,70,Laptop,2,refurbished,4,4,63
185,10670,2022-03-17T03:44:18.840906,71,Smartphone,1,used,2,2,51
494,10671,2022-03-17T03:44:18.840911,72,Smartphone,2,refurbished,4,4,57
1223,10672,2022-03-17T03:44:18.840916,73,Camera,1,new,4,2,84
727,10673,2022-03-17T03:44:18.840921,74,TV,3,new,2,4,89
1160,10674,2022-03-17T03:44:18.840926,75,Smartphone,3,refurbished,4,4,44
631,10675,2022-03-17T03:44:18.840932,76,Speakers,1,refurbished,4,4,42
229,10676,2022-03-17T03:44:18.840936,77,Camera,1,refurbished,4,4,70
1820,10677,2022-03-17T03:44:18.840941,78,Speakers,1,used,0,0,41
1516,10678,2022-03-17T03:44:18.840947,79,Camera,2,like new,1,2,17
149,10679,2022-03-17T03:44:18.840951,80,Laptop,1,like new,3,2,28
1584,10680,2022-03-17T03:44:18.840956,81,TV,2,refurbished,4,4,74
1602,10681,2022-03-17T03:44:18.840961,82,Laptop,1,new,2,4,90
1636,10682,2022-03-17T03:44:18.840966,83,Smartphone,3,like new,4,2,26
1518,10683,2022-03-17T03:44:18.840971,84,Smartphone,2,refurbished,4,4,55
1042,10684,2022-03-17T03:44:18.840976,85,Speakers,1,used,1,2,39
765,10685,2022-03-17T03:44:18.840981,86,Smartphone,3,new,4,4,84
1021,10686,2022-03-17T03:44:18.840986,87,Camera,2,refurbished,4,4,44
1353,10687,2022-03-17T03:44:18.840991,88,Laptop,1,new,2,4,81
1420,10688,2022-03-17T03:44:18.840996,89,Speakers,1,like new,1,2,6
1488,10689,2022-03-17T03:44:18.841001,90,Speakers,3,slightly damaged,2,1,36
151,10690,2022-03-17T03:44:18.841006,91,TV,3,like new,1,2,15
1614,10691,2022-03-17T03:44:18.841011,92,Speakers,1,new,4,2,99
385,10692,2022-03-17T03:44:18.841017,93,Camera,3,like new,4,2,20
276,10693,2022-03-17T03:44:18.841022,94,Smartphone,3,like new,1,2,20
25,10694,2022-03-17T03:44:18.841027,95,TV,2,like new,3,2,10
1556,10695,2022-03-17T03:44:18.841032,96,Camera,1,refurbished,4,4,74
845,10696,2022-03-17T03:44:18.841037,97,Smartphone,1,like new,3,2,23
749,10697,2022-03-17T03:44:18.841042,98,Camera,2,slightly damaged,1,2,23
242,10698,2022-03-17T03:44:18.841047,99,TV,2,used,1,2,34
1398,10699,2022-03-17T03:44:18.841052,100,Speakers,1,like new,3,2,12
156,10700,2022-03-17T03:44:18.841057,101,Speakers,1,like new,1,2,28
1016,10701,2022-03-17T03:44:18.841062,102,Camera,2,slightly damaged,0,0,23
1159,10702,2022-03-17T03:44:18.841067,103,Laptop,1,new,4,4,81
1844,10703,2022-03-17T03:44:18.841072,104,Camera,1,refurbished,4,4,71
414,10704,2022-03-17T03:44:18.841077,105,TV,2,slightly damaged,0,0,16
1666,10705,2022-03-17T03:44:18.841082,106,Camera,3,like new,1,2,15
1571,10706,2022-03-17T03:44:18.841087,107,Camera,1,new,4,2,93
228,10707,2022-03-17T03:44:18.841092,108,Speakers,1,used,0,0,51
202,10708,2022-03-17T03:44:18.841097,109,Speakers,1,used,0,0,51
1768,10709,2022-03-17T03:44:18.841102,110,Camera,1,refurbished,4,4,41
1348,10710,2022-03-17T03:44:18.841107,111,TV,2,used,2,0,48
958,10711,2022-03-17T03:44:18.841112,112,Camera,1,new,4,4,86
477,10712,2022-03-17T03:44:18.841117,113,Smartphone,1,used,2,0,32
1535,10713,2022-03-17T03:44:18.841122,114,Camera,2,used,2,0,46
787,10714,2022-03-17T03:44:18.841127,115,Camera,2,used,2,2,60
595,10715,2022-03-17T03:44:18.841132,116,Smartphone,1,used,0,2,60
357,10716,2022-03-17T03:44:18.841137,117,Laptop,1,new,2,4,88
1178,10717,2022-03-17T03:44:18.841142,118,Laptop,2,used,2,0,49
228,10718,2022-03-17T03:44:18.841147,119,Speakers,1,new,2,2,80
1742,10719,2022-03-17T03:44:18.841152,120,Smartphone,1,used,2,0,36
64,10720,2022-03-17T03:44:18.841157,121,Speakers,1,new,4,2,96
1788,10721,2022-03-17T03:44:18.841162,122,Camera,1,slightly damaged,0,0,40
704,10722,2022-03-17T03:44:18.841167,123,Smartphone,3,refurbished,4,4,67
62,10723,2022-03-17T03:44:18.841172,124,TV,2,refurbished,4,4,41
1732,10724,2022-03-17T03:44:18.841176,125,Smartphone,3,new,2,2,83
1682,10725,2022-03-17T03:44:18.841181,126,Camera,3,like new,3,2,1
1469,10726,2022-03-17T03:44:18.841187,127,TV,3,like new,2,2,2
831,10727,2022-03-17T03:44:18.841192,128,Smartphone,1,used,2,0,34
1127,10728,2022-03-17T03:44:18.841197,129,TV,3,new,2,2,89
1095,10729,2022-03-17T03:44:18.841202,130,TV,3,new,4,4,90
150,10730,2022-03-17T03:44:18.841207,131,TV,2,slightly damaged,1,2,30
637,10731,2022-03-17T03:44:18.841212,132,Camera,2,slightly damaged,2,2,15
349,10732,2022-03-17T03:44:18.841217,133,Speakers,1,used,0,0,49
1392,10733,2022-03-17T03:44:18.841223,134,Camera,1,new,2,4,92
325,10734,2022-03-17T03:44:18.841228,135,Laptop,1,new,2,4,84
65,10735,2022-03-17T03:44:18.841233,136,Laptop,2,new,2,2,86
720,10736,2022-03-17T03:44:18.841238,137,Laptop,2,refurbished,4,4,39
1173,10737,2022-03-17T03:44:18.841243,138,Camera,2,like new,1,2,9
1266,10738,2022-03-17T03:44:18.841248,139,TV,2,like new,1,2,5
680,10739,2022-03-17T03:44:18.841253,140,TV,2,like new,3,2,25
558,10740,2022-03-17T03:44:18.841258,141,Smartphone,3,refurbished,4,4,64
381,10741,2022-03-17T03:44:18.841263,142,Camera,2,new,2,4,99
694,10742,2022-03-17T03:44:18.841268,143,Camera,3,like new,1,2,15
1782,10743,2022-03-17T03:44:18.841273,144,Camera,1,new,2,4,92
1200,10744,2022-03-17T03:44:18.841278,145,Smartphone,3,refurbished,4,4,58
1212,10745,2022-03-17T03:44:18.841283,146,TV,2,refurbished,4,4,51
264,10746,2022-03-17T03:44:18.841288,147,TV,2,new,2,2,97
27,10747,2022-03-17T03:44:18.841293,148,Speakers,1,like new,3,2,15
1424,10748,2022-03-17T03:44:18.841298,149,Speakers,1,used,0,0,45
823,10749,2022-03-17T03:44:18.841303,150,Speakers,1,refurbished,4,4,69
829,10750,2022-03-17T03:44:18.841308,151,Laptop,1,new,4,2,97
722,10751,2022-03-17T03:44:18.841313,152,Speakers,1,refurbished,4,4,44
1686,10752,2022-03-17T03:44:18.841318,153,TV,2,used,0,2,56
233,10753,2022-03-17T03:44:18.841323,154,Smartphone,2,refurbished,4,4,57
537,10754,2022-03-17T03:44:18.841328,155,Speakers,1,new,4,4,83
1353,10755,2022-03-17T03:44:18.841333,156,TV,3,new,4,4,89
538,10756,2022-03-17T03:44:18.841338,157,Laptop,2,slightly damaged,0,2,28
1329,10757,2022-03-17T03:44:18.841343,158,Speakers,1,new,2,4,86
250,10758,2022-03-17T03:44:18.841350,159,Speakers,1,refurbished,4,4,57
1576,10759,2022-03-17T03:44:18.841355,160,TV,2,slightly damaged,2,0,31
722,10760,2022-03-17T03:44:18.841360,161,Smartphone,1,used,0,2,58
424,10761,2022-03-17T03:44:18.841365,162,TV,2,slightly damaged,1,1,21
937,10762,2022-03-17T03:44:18.841370,163,TV,2,slightly damaged,2,2,36
957,10763,2022-03-17T03:44:18.841375,164,TV,2,like new,2,2,4
1169,10764,2022-03-17T03:44:18.841380,165,Laptop,2,refurbished,4,4,51
1269,10765,2022-03-17T03:44:18.841385,166,Camera,2,new,2,4,99
1426,10766,2022-03-17T03:44:18.841390,167,TV,2,new,2,4,100
1833,10767,2022-03-17T03:44:18.841395,168,TV,2,refurbished,4,4,53
1131,10768,2022-03-17T03:44:18.841400,169,Laptop,1,like new,2,2,5
128,10769,2022-03-17T03:44:18.841405,170,Smartphone,1,slightly damaged,1,1,27
1129,10770,2022-03-17T03:44:18.841410,171,Laptop,2,used,2,0,47
855,10771,2022-03-17T03:44:18.841416,172,TV,2,refurbished,4,4,35
884,10772,2022-03-17T03:44:18.841420,173,Speakers,1,new,2,4,93
1490,10773,2022-03-17T03:44:18.841426,174,Camera,2,like new,2,2,25
696,10774,2022-03-17T03:44:18.841431,175,TV,3,like new,2,2,19
1357,10775,2022-03-17T03:44:18.841436,176,Camera,1,new,4,2,80
73,10776,2022-03-17T03:44:18.841441,177,Laptop,1,used,0,2,30
1588,10777,2022-03-17T03:44:18.841446,178,Speakers,1,refurbished,4,4,57
1276,10778,2022-03-17T03:44:18.841451,179,TV,2,slightly damaged,0,0,25
319,10779,2022-03-17T03:44:18.841456,180,TV,3,new,4,2,89
437,10780,2022-03-17T03:44:18.841461,181,TV,2,refurbished,4,4,38
1059,10781,2022-03-17T03:44:18.841466,182,Speakers,1,used,0,0,52
586,10782,2022-03-17T03:44:18.841470,183,TV,3,new,2,2,96
163,10783,2022-03-17T03:44:18.841475,184,TV,2,refurbished,4,4,40
167,10784,2022-03-17T03:44:18.841480,185,Speakers,2,slightly damaged,2,2,38
1344,10785,2022-03-17T03:44:18.841485,186,TV,2,new,2,4,100
287,10786,2022-03-17T03:44:18.841491,187,Camera,1,new,4,2,92
1537,10787,2022-03-17T03:44:18.841496,188,Camera,1,slightly damaged,2,0,20
1378,10788,2022-03-17T03:44:18.841501,189,Smartphone,2,refurbished,4,4,57
1531,10789,2022-03-17T03:44:18.841506,190,TV,2,used,2,2,41
675,10790,2022-03-17T03:44:18.841511,191,Laptop,2,refurbished,4,4,46
1496,10791,2022-03-17T03:44:18.841517,192,Camera,1,new,4,4,100
66,10792,2022-03-17T03:44:18.841522,193,Smartphone,1,used,0,0,43
1469,10793,2022-03-17T03:44:18.841527,194,Speakers,1,new,4,4,90
978,10794,2022-03-17T03:44:18.841532,195,Smartphone,3,refurbished,4,4,49
805,10795,2022-03-17T03:44:18.841537,196,Speakers,1,new,2,4,90
350,10796,2022-03-17T03:44:18.841542,197,Laptop,2,used,0,2,50
233,10797,2022-03-17T03:44:18.841547,198,Speakers,1,refurbished,4,4,40
806,10798,2022-03-17T03:44:18.841552,199,Laptop,1,like new,2,2,8
1292,10799,2022-03-17T03:44:18.841557,200,Smartphone,1,slightly damaged,2,2,25
621,10800,2022-03-17T03:44:18.841562,201,TV,3,like new,1,2,6
213,10801,2022-03-17T03:44:18.841567,202,TV,3,like new,4,2,24
1593,10802,2022-03-17T03:44:18.841572,203,Camera,2,new,4,4,87
737,10803,2022-03-17T03:44:18.841577,204,Smartphone,1,slightly damaged,1,2,32
1744,10804,2022-03-17T03:44:18.841582,205,Camera,1,slightly damaged,1,0,22
871,10805,2022-03-17T03:44:18.841587,206,TV,3,like new,3,2,12
919,10806,2022-03-17T03:44:18.841592,207,Speakers,1,like new,2,2,12
1388,10807,2022-03-17T03:44:18.841597,208,Camera,2,used,1,0,57
948,10808,2022-03-17T03:44:18.841602,209,Laptop,2,refurbished,4,4,41
578,10809,2022-03-17T03:44:18.841607,210,Laptop,1,slightly damaged,0,1,13
935,10810,2022-03-17T03:44:18.841612,211,Smartphone,1,used,0,0,40
927,10811,2022-03-17T03:44:18.841617,212,Smartphone,1,slightly damaged,0,2,34
1335,10812,2022-03-17T03:44:18.841622,213,Speakers,1,new,4,2,93
566,10813,2022-03-17T03:44:18.841627,214,Smartphone,1,used,2,2,31
758,10814,2022-03-17T03:44:18.841633,215,Speakers,2,slightly damaged,2,0,17
1788,10815,2022-03-17T03:44:18.841638,216,Smartphone,1,like new,1,2,12
1752,10816,2022-03-17T03:44:18.841643,217,TV,2,refurbished,4,4,39
522,10817,2022-03-17T03:44:18.841648,218,Camera,2,new,2,4,82
677,10818,2022-03-17T03:44:18.841653,219,Laptop,1,like new,1,2,7
1390,10819,2022-03-17T03:44:18.841658,220,Speakers,1,like new,3,2,28
1059,10820,2022-03-17T03:44:18.841663,221,Speakers,3,slightly damaged,2,1,35
753,10821,2022-03-17T03:44:18.841668,222,Smartphone,1,slightly damaged,2,0,16
1164,10822,2022-03-17T03:44:18.841674,223,Speakers,1,like new,2,2,22
396,10823,2022-03-17T03:44:18.841678,224,Smartphone,3,new,4,2,84
1783,10824,2022-03-17T03:44:18.841683,225,Smartphone,3,new,2,4,91
716,10825,2022-03-17T03:44:18.841688,226,Speakers,2,slightly damaged,1,0,25
1538,10826,2022-03-17T03:44:18.841693,227,Speakers,1,refurbished,4,4,50
1789,10827,2022-03-17T03:44:18.841698,228,TV,2,new,4,4,95
1326,10828,2022-03-17T03:44:18.841703,229,TV,2,used,2,0,48
416,10829,2022-03-17T03:44:18.841708,230,Camera,2,like new,2,2,19
372,10830,2022-03-17T03:44:18.841713,231,Laptop,2,new,2,4,80
1320,10831,2022-03-17T03:44:18.841718,232,Smartphone,3,like new,4,2,13
1236,10832,2022-03-17T03:44:18.841723,233,Camera,3,used,2,0,32
1107,10833,2022-03-17T03:44:18.841728,234,Laptop,1,new,2,2,83
742,10834,2022-03-17T03:44:18.841733,235,Speakers,3,slightly damaged,0,1,14
1004,10835,2022-03-17T03:44:18.841738,236,Laptop,1,new,2,4,88
1332,10836,2022-03-17T03:44:18.841743,237,Smartphone,3,new,4,4,97
1478,10837,2022-03-17T03:44:18.841748,238,Smartphone,1,used,0,0,52
1024,10838,2022-03-17T03:44:18.841753,239,Laptop,2,slightly damaged,0,1,18
808,10839,2022-03-17T03:44:18.841758,240,Laptop,1,slightly damaged,2,1,18
201,10840,2022-03-17T03:44:18.841763,241,Laptop,2,new,4,2,88
232,10841,2022-03-17T03:44:18.841768,242,Laptop,1,like new,4,2,10
331,10842,2022-03-17T03:44:18.841773,243,Camera,2,used,0,0,44
1839,10843,2022-03-17T03:44:18.841778,244,TV,3,used,0,2,46
637,10844,2022-03-17T03:44:18.841783,245,Smartphone,1,slightly damaged,0,1,20
668,10845,2022-03-17T03:44:18.841788,246,Smartphone,3,like new,2,2,22
278,10846,2022-03-17T03:44:18.841793,247,Smartphone,3,like new,3,2,16
689,10847,2022-03-17T03:44:18.841799,248,Laptop,1,like new,3,2,29
1829,10848,2022-03-17T03:44:18.841804,249,Laptop,1,new,4,2,90
1123,10849,2022-03-17T03:44:18.841808,250,TV,2,like new,3,2,9
775,10850,2022-03-17T03:44:18.841813,251,Smartphone,1,used,1,2,33
109,10851,2022-03-17T03:44:18.841818,252,Laptop,2,new,2,4,89
877,10852,2022-03-17T03:44:18.841823,253,Speakers,1,new,2,4,80
492,10853,2022-03-17T03:44:18.841828,254,Camera,2,new,2,4,92
869,10854,2022-03-17T03:44:18.841833,255,Smartphone,3,new,2,4,96
1089,10855,2022-03-17T03:44:18.841838,256,Camera,2,like new,1,2,26
72,10856,2022-03-17T03:44:18.841843,257,TV,2,refurbished,4,4,54
1143,10857,2022-03-17T03:44:18.841848,258,TV,3,used,1,0,52
839,10858,2022-03-17T03:44:18.841853,259,Laptop,2,used,1,2,52
288,10859,2022-03-17T03:44:18.841858,260,Smartphone,1,slightly damaged,1,1,20
291,10860,2022-03-17T03:44:18.841863,261,Camera,2,slightly damaged,2,0,23
36,10861,2022-03-17T03:44:18.841869,262,Speakers,1,refurbished,4,4,46
739,10862,2022-03-17T03:44:18.841874,263,Laptop,2,slightly damaged,0,2,26
1286,10863,2022-03-17T03:44:18.841879,264,Laptop,1,used,2,2,56
378,10864,2022-03-17T03:44:18.841884,265,Camera,2,refurbished,4,4,49
1587,10865,2022-03-17T03:44:18.841889,266,Laptop,2,refurbished,4,4,44
690,10866,2022-03-17T03:44:18.841894,267,Speakers,2,slightly damaged,1,2,30
1493,10867,2022-03-17T03:44:18.841899,268,Camera,2,refurbished,4,4,74
28,10868,2022-03-17T03:44:18.841904,269,Camera,2,refurbished,4,4,56
1572,10869,2022-03-17T03:44:18.841909,270,TV,2,slightly damaged,1,0,11
292,10870,2022-03-17T03:44:18.841914,271,Camera,3,used,0,0,53
214,10871,2022-03-17T03:44:18.841919,272,Camera,2,refurbished,4,4,47
927,10872,2022-03-17T03:44:18.841924,273,Speakers,1,used,2,0,52
1736,10873,2022-03-17T03:44:18.841930,274,Laptop,1,new,4,4,100
847,10874,2022-03-17T03:44:18.841935,275,Speakers,1,refurbished,4,4,61
895,10875,2022-03-17T03:44:18.841940,276,Speakers,1,new,2,4,97
1639,10876,2022-03-17T03:44:18.841945,277,Speakers,1,refurbished,4,4,66
1626,10877,2022-03-17T03:44:18.841950,278,Speakers,1,new,2,2,88
933,10878,2022-03-17T03:44:18.841955,279,Smartphone,1,slightly damaged,1,0,15
152,10879,2022-03-17T03:44:18.841960,280,Camera,3,used,1,0,32
911,10880,2022-03-17T03:44:18.841965,281,Laptop,1,new,2,2,86
1217,10881,2022-03-17T03:44:18.841970,282,Smartphone,3,like new,1,2,21
1218,10882,2022-03-17T03:44:18.841975,283,Camera,2,refurbished,4,4,58
1679,10883,2022-03-17T03:44:18.841980,284,TV,3,like new,2,2,2
858,10884,2022-03-17T03:44:18.841985,285,TV,2,new,2,2,100
363,10885,2022-03-17T03:44:18.841990,286,Laptop,1,used,2,0,57
456,10886,2022-03-17T03:44:18.841995,287,Laptop,2,used,2,2,30
1645,10887,2022-03-17T03:44:18.842000,288,Smartphone,3,new,4,2,86
1571,10888,2022-03-17T03:44:18.842005,289,TV,2,new,2,2,83
285,10889,2022-03-17T03:44:18.842010,290,Speakers,1,used,0,0,49
1139,10890,2022-03-17T03:44:18.842015,291,TV,2,slightly damaged,1,2,36
1036,10891,2022-03-17T03:44:18.842020,292,TV,2,slightly damaged,0,0,33
1035,10892,2022-03-17T03:44:18.842025,293,Laptop,1,slightly damaged,2,1,19
190,10893,2022-03-17T03:44:18.842030,294,Smartphone,1,slightly damaged,1,0,26
1356,10894,2022-03-17T03:44:18.842035,295,Speakers,1,new,4,2,81
585,10895,2022-03-17T03:44:18.842040,296,Speakers,1,new,2,2,84
1732,10896,2022-03-17T03:44:18.842045,297,Camera,1,slightly damaged,0,2,12
1498,10897,2022-03-17T03:44:18.842050,298,Smartphone,1,like new,1,2,14
1011,10898,2022-03-17T03:44:18.842055,299,Laptop,2,slightly damaged,0,1,30
632,10899,2022-03-17T03:44:18.842060,300,Laptop,2,used,2,2,57
1313,10900,2022-03-17T03:44:18.842065,1,Smartphone,2,refurbished,4,4,55
1697,10901,2022-03-17T03:44:18.842070,2,TV,2,used,1,2,40
1044,10902,2022-03-17T03:44:18.842075,3,Camera,2,new,2,2,89
1164,10903,2022-03-17T03:44:18.842080,4,Camera,2,refurbished,4,4,71
872,10904,2022-03-17T03:44:18.842085,5,TV,3,like new,3,2,20
777,10905,2022-03-17T03:44:18.842090,6,Speakers,1,used,2,0,48
1126,10906,2022-03-17T03:44:18.842095,7,Camera,1,new,4,2,87
617,10907,2022-03-17T03:44:18.842100,8,TV,2,refurbished,4,4,36
1406,10908,2022-03-17T03:44:18.842105,9,Camera,3,like new,2,2,7
1473,10909,2022-03-17T03:44:18.842110,10,Camera,1,slightly damaged,0,0,24
745,10910,2022-03-17T03:44:18.842115,11,Camera,3,like new,3,2,23
1393,10911,2022-03-17T03:44:18.842120,12,TV,2,refurbished,4,4,75
209,10912,2022-03-17T03:44:18.842125,13,Laptop,1,slightly damaged,2,2,28
689,10913,2022-03-17T03:44:18.842130,14,TV,2,refurbished,4,4,62
300,10914,2022-03-17T03:44:18.842135,15,TV,3,new,2,2,86
211,10915,2022-03-17T03:44:18.842140,16,TV,3,like new,1,2,23
1778,10916,2022-03-17T03:44:18.842145,17,Speakers,1,new,4,2,90
1454,10917,2022-03-17T03:44:18.842150,18,Camera,1,slightly damaged,0,2,17
1219,10918,2022-03-17T03:44:18.842155,19,Camera,2,new,4,2,83
1432,10919,2022-03-17T03:44:18.842160,20,Speakers,1,refurbished,4,4,56
569,10920,2022-03-17T03:44:18.842165,21,Camera,1,new,4,2,99
279,10921,2022-03-17T03:44:18.842170,22,Camera,2,like new,1,2,1
9,10922,2022-03-17T03:44:18.842175,23,TV,2,used,0,0,50
748,10923,2022-03-17T03:44:18.842180,24,Smartphone,3,refurbished,4,4,41
662,10924,2022-03-17T03:44:18.842185,25,Laptop,1,like new,1,2,18
1128,10925,2022-03-17T03:44:18.842190,26,Camera,2,like new,2,2,27
1330,10926,2022-03-17T03:44:18.842196,27,Laptop,2,refurbished,4,4,53
1220,10927,2022-03-17T03:44:18.842201,28,Speakers,1,refurbished,4,4,67
857,10928,2022-03-17T03:44:18.842206,29,TV,2,like new,2,2,10
666,10929,2022-03-17T03:44:18.842211,30,Camera,1,slightly damaged,0,2,11
720,10930,2022-03-17T03:44:18.842216,31,Camera,2,new,2,2,90
533,10931,2022-03-17T03:44:18.842222,32,Speakers,1,new,2,2,86
1603,10932,2022-03-17T03:44:18.842227,33,TV,2,refurbished,4,4,37
874,10933,2022-03-17T03:44:18.842232,34,Laptop,2,slightly damaged,2,1,14
26,10934,2022-03-17T03:44:18.842237,35,Smartphone,3,new,4,2,81
408,10935,2022-03-17T03:44:18.842242,36,Smartphone,3,new,2,4,80
62,10936,2022-03-17T03:44:18.842247,37,Smartphone,2,refurbished,4,4,66
232,10937,2022-03-17T03:44:18.842252,38,TV,2,refurbished,4,4,44
71,10938,2022-03-17T03:44:18.842257,39,Speakers,1,like new,3,2,30
1563,10939,2022-03-17T03:44:18.842262,40,Camera,1,refurbished,4,4,49
289,10940,2022-03-17T03:44:18.842267,41,Smartphone,1,slightly damaged,1,2,36
798,10941,2022-03-17T03:44:18.842272,42,Camera,2,refurbished,4,4,75
1464,10942,2022-03-17T03:44:18.842277,43,Camera,2,used,0,0,41
1495,10943,2022-03-17T03:44:18.842282,44,Laptop,1,used,1,2,30
330,10944,2022-03-17T03:44:18.842287,45,Laptop,2,used,0,2,50
661,10945,2022-03-17T03:44:18.842292,46,Smartphone,3,like new,1,2,24
1824,10946,2022-03-17T03:44:18.842297,47,TV,2,new,2,4,85
1752,10947,2022-03-17T03:44:18.842302,48,Laptop,2,refurbished,4,4,54
1778,10948,2022-03-17T03:44:18.842307,49,Laptop,1,like new,4,2,12
1079,10949,2022-03-17T03:44:18.842312,50,Laptop,2,new,2,4,99
1464,10950,2022-03-17T03:44:18.842317,51,Camera,2,used,0,0,42
1405,10951,2022-03-17T03:44:18.842322,52,Smartphone,3,refurbished,4,4,55
1799,10952,2022-03-17T03:44:18.842327,53,Speakers,3,slightly damaged,1,0,32
647,10953,2022-03-17T03:44:18.842332,54,TV,2,used,0,2,33
312,10954,2022-03-17T03:44:18.842337,55,Speakers,1,refurbished,4,4,68
