user_id,email_id,unsubscribed,delivered at
1601,10,no,1973-02-28
1601,40,no,1970-12-01
1507,27,no,1995-03-12
1507,100,no,1983-01-20
1507,6,no,1973-01-24
1507,80,no,1974-12-20
1507,91,yes,2015-12-09
1507,29,no,1994-12-01
1507,16,yes,1993-02-15
1507,88,yes,2012-03-03
1850,14,yes,2002-10-25
1850,97,yes,2019-12-01
1850,27,yes,1970-10-24
1850,4,no,1983-08-26
1019,7,yes,2013-07-28
1019,18,yes,1994-09-09
1019,79,no,1989-04-18
1019,3,no,1979-06-11
1019,1,no,1973-02-27
1019,77,no,2014-03-19
1019,23,yes,2005-05-08
1019,41,yes,1992-12-14
544,69,yes,1996-10-20
1694,51,no,1996-04-28
1694,15,no,2019-02-28
1694,87,yes,1989-02-25
1694,84,yes,1983-06-15
1732,46,no,1981-02-18
1732,29,no,2011-12-28
1732,40,no,2007-04-05
92,53,yes,1991-01-29
92,6,yes,1993-12-03
1436,22,no,1992-03-04
1436,87,yes,1976-12-15
1436,75,yes,1975-11-06
577,54,no,1984-03-16
577,96,yes,1976-03-28
577,82,yes,1992-10-10
577,23,no,1987-01-30
728,93,no,2003-10-18
728,50,yes,2018-10-19
1007,44,yes,1998-05-22
1007,37,no,2016-10-25
1007,56,no,1999-01-30
1007,37,yes,1992-06-15
1007,96,yes,1999-06-13
1007,19,yes,2019-03-30
1243,65,yes,2016-06-10
1243,34,yes,1992-03-30
1243,64,yes,2004-05-02
1243,57,yes,2007-08-03
649,33,no,2004-09-19
649,11,yes,1986-10-07
649,93,yes,1984-09-15
649,77,no,1983-12-06
649,28,no,2011-05-22
649,34,yes,1972-07-30
1040,28,no,2010-06-29
1040,4,yes,1989-08-25
1040,6,yes,2000-09-13
1040,9,no,2015-06-21
1040,8,no,1982-04-11
514,40,no,1992-06-09
514,4,yes,2004-02-04
514,46,no,2015-08-04
846,7,no,1986-04-26
846,97,no,1978-01-11
846,35,no,1975-06-12
846,1,yes,2008-04-05
846,45,yes,1986-12-28
846,67,yes,2018-11-06
1355,4,yes,1971-03-23
1355,7,yes,2006-01-06
1355,59,yes,2010-01-01
1355,46,yes,1975-10-12
958,2,no,2013-11-17
958,3,no,1979-01-26
958,91,no,1989-06-02
958,35,no,2019-08-29
958,4,yes,1976-04-13
958,80,no,2012-07-13
483,54,no,2003-11-16
1678,69,no,1973-10-09
1903,96,no,1977-09-15
1261,16,yes,2003-08-17
212,52,yes,2012-11-22
212,43,no,1993-08-25
212,97,yes,2008-03-30
212,87,no,2013-11-16
212,59,no,2009-08-08
212,29,no,2011-06-01
212,88,no,1984-11-17
212,63,no,1992-06-17
1920,44,no,1976-08-31
1290,9,yes,1978-09-19
1290,12,no,2015-11-11
1290,71,no,1978-05-30
798,1,yes,1982-10-26
798,66,yes,2020-08-17
798,95,no,1998-01-27
798,32,yes,2003-01-30
798,85,no,2005-10-25
798,69,yes,2014-08-25
114,51,yes,2006-01-13
114,2,no,1981-05-18
427,41,no,2007-04-02
427,34,no,1975-03-17
427,91,no,2004-06-24
427,2,no,1989-01-14
427,5,yes,2017-10-23
427,19,yes,1979-09-27
427,3,no,2004-09-11
427,58,no,2016-04-19
427,36,yes,2000-05-25
463,54,yes,1991-12-09
463,71,yes,1991-03-18
463,1,no,2008-08-30
463,27,no,2007-09-04
463,49,yes,1977-06-30
463,67,yes,1989-08-17
463,45,yes,2013-02-02
463,84,yes,2005-09-20
463,31,no,2008-03-25
645,30,no,2010-05-10
645,34,yes,2019-05-11
316,48,yes,2011-12-24
316,53,no,1987-03-08
316,34,no,2010-11-21
316,70,no,1996-07-25
316,17,no,2013-05-12
316,50,no,2002-09-07
329,3,no,2017-06-13
329,34,yes,2013-10-25
329,5,yes,1984-06-17
329,99,no,2005-11-03
1769,55,yes,1987-10-10
1769,91,yes,2006-02-13
1769,63,yes,1997-04-15
1769,15,yes,1998-08-21
1769,76,yes,1977-11-06
1769,32,yes,1991-06-27
1769,5,no,1999-09-02
1769,83,no,2011-05-10
594,71,no,1988-10-06
594,46,yes,1985-11-11
594,94,yes,2007-08-15
594,27,yes,2008-11-12
594,63,no,1971-10-27
594,51,yes,1985-11-29
594,99,yes,2002-06-21
594,14,yes,1970-08-25
8,69,yes,1978-11-18
8,36,yes,2011-03-17
422,99,no,1980-07-09
422,81,yes,2000-07-10
422,48,no,1983-06-26
978,93,no,1970-10-20
978,77,no,1996-04-27
978,40,yes,1977-09-20
1460,67,yes,1982-04-08
1460,27,no,1995-01-02
1460,26,yes,1985-02-27
1460,30,no,1982-01-08
1460,81,yes,1976-02-25
50,1,no,1994-06-10
50,85,no,1996-05-02
50,89,yes,2016-02-22
50,17,yes,2009-01-28
50,70,no,1985-09-24
50,45,yes,2014-03-18
50,53,yes,1987-10-28
477,19,yes,2010-04-02
477,36,yes,1991-02-04
477,31,no,2008-07-18
477,95,yes,1993-12-21
477,77,yes,1998-03-27
477,47,no,1989-09-13
477,6,yes,1998-07-16
477,66,no,2015-06-02
1439,69,yes,2006-03-31
1439,16,yes,2006-03-29
1439,92,no,2013-08-06
1439,45,no,1970-09-28
1439,34,yes,2014-06-02
1439,35,yes,1993-07-13
1439,2,yes,2011-06-13
1439,13,no,1986-04-07
1439,47,yes,2017-08-16
701,53,yes,2013-02-21
701,27,yes,1977-03-29
701,39,no,1993-02-21
701,82,yes,1989-10-06
701,85,no,1985-08-02
701,74,yes,1977-09-03
701,45,yes,1994-05-29
615,28,yes,1978-10-16
615,93,yes,2006-09-11
1926,76,yes,2000-09-16
1926,83,yes,1972-05-20
1926,34,no,2008-05-09
1926,78,no,1994-03-01
1926,22,yes,2004-11-05
1926,10,yes,2006-09-02
1926,5,yes,1988-06-09
1926,19,yes,1976-09-04
1963,16,yes,1989-08-13
1963,26,no,2005-06-06
1963,18,no,1998-10-18
1963,44,no,1979-06-06
1963,82,yes,1970-05-22
1963,3,yes,1994-04-08
1963,67,yes,1970-02-10
1963,35,no,1996-02-12
796,45,yes,1973-10-25
796,20,no,1984-06-03
778,27,no,1994-11-02
778,77,no,2007-11-29
778,12,no,2013-10-17
778,48,no,2015-11-04
778,97,yes,2015-12-14
778,87,no,1986-07-13
778,9,no,2014-11-26
328,87,no,2006-11-28
1392,73,no,2009-02-23
416,66,yes,2004-08-12
416,22,yes,2000-08-26
416,47,no,1986-12-15
416,40,yes,1993-08-11
416,78,yes,2002-12-22
1991,65,no,1984-02-23
1991,99,no,2009-01-31
1991,86,no,1972-01-21
1991,23,yes,1995-02-16
1991,47,no,1988-10-15
1991,81,no,2004-03-19
847,91,no,2013-02-17
1005,94,no,2016-12-22
1005,53,yes,1979-08-29
579,27,yes,2010-10-30
579,27,no,2003-01-03
841,67,no,1985-11-12
841,31,yes,1979-02-12
912,19,yes,1990-10-07
912,22,yes,1976-08-14
356,77,yes,1996-10-30
356,64,no,2009-04-17
356,14,yes,1992-12-01
356,34,no,1979-06-22
356,90,no,1982-06-24
356,54,no,2015-04-15
1087,1,no,1986-08-21
1087,68,no,1988-01-05
1087,42,no,1978-09-12
1087,73,yes,2009-04-07
1087,79,yes,2003-01-08
1087,70,no,1985-06-18
1087,17,no,1991-09-10
1087,59,yes,2015-03-28
586,51,no,2020-08-20
586,81,no,1987-05-10
586,80,no,2009-10-01
586,56,yes,1973-03-01
91,90,yes,1998-08-18
91,60,yes,2007-05-25
91,56,yes,1978-06-22
732,13,no,1979-05-27
732,46,yes,1993-05-31
732,39,no,2018-07-18
732,78,yes,1988-06-07
732,76,no,2016-11-05
732,8,yes,1993-02-21
732,9,yes,1994-01-03
732,84,yes,1999-01-01
1897,90,no,1999-04-11
1897,26,yes,2012-08-07
2,35,yes,1977-06-15
2,59,no,2005-02-11
2,8,yes,2002-07-13
2,55,no,1996-08-14
2,47,no,1983-04-30
2,13,no,2009-03-08
2,28,no,2018-06-19
539,67,yes,1976-10-15
539,48,yes,2019-04-19
539,69,no,2004-09-23
122,89,yes,1985-12-06
122,97,no,1981-03-28
122,19,no,1971-05-12
122,46,yes,1989-09-05
1231,69,yes,2016-09-23
1231,48,yes,2014-01-29
1936,80,no,1994-01-20
1936,55,yes,1987-02-20
1936,57,no,2020-07-07
1936,55,no,2017-05-28
1936,78,no,1992-09-29
1936,55,no,1971-11-19
1936,54,yes,2007-05-06
1936,88,no,2015-12-06
662,84,no,2000-04-29
662,83,no,2019-01-01
662,48,yes,2002-11-06
662,31,no,2002-03-28
662,91,yes,1974-07-05
662,43,no,1971-03-28
265,77,no,2013-07-16
265,43,yes,1974-03-24
1984,17,yes,2014-07-15
1984,91,yes,1998-09-20
665,10,yes,2009-10-17
665,49,yes,1979-10-02
665,13,no,1984-10-05
665,3,yes,1974-04-30
665,86,yes,2016-03-31
665,38,yes,2020-05-01
665,36,no,1978-04-03
852,20,no,1986-12-30
852,7,no,2013-01-26
261,37,no,1986-08-07
261,70,yes,2000-11-09
261,17,yes,1978-07-14
261,10,no,2003-12-12
261,72,no,1975-12-18
261,73,no,2008-08-08
423,100,no,1997-07-13
423,18,no,1985-08-07
423,46,no,1975-05-22
423,99,yes,1972-01-06
423,30,yes,2006-07-01
423,34,yes,1981-10-21
1731,77,no,2019-06-02
1731,39,no,1987-02-16
1583,16,no,1996-10-01
1583,83,no,1990-09-01
1583,42,yes,1979-11-20
1583,32,no,2016-06-09
1583,26,no,1975-05-31
1583,45,no,2018-02-27
1583,51,yes,1977-07-17
1583,33,no,2006-08-25
1583,86,yes,2000-06-25
333,3,no,1972-11-11
333,32,no,2011-02-07
333,67,yes,2016-12-13
333,50,no,1983-08-24
164,7,yes,1978-01-01
164,57,no,1996-05-13
164,1,yes,1992-09-08
430,30,yes,2014-12-20
430,31,no,2009-03-04
430,50,yes,1978-11-16
430,49,yes,2008-12-17
430,32,no,2020-01-02
430,9,yes,1976-01-14
430,17,no,1998-03-29
769,15,no,1972-01-05
769,12,no,1986-07-12
1874,43,no,1977-12-06
1874,88,yes,1990-06-17
1874,60,yes,1993-05-09
1874,52,no,2003-09-20
1874,44,yes,1991-11-10
1874,57,yes,2002-05-02
236,66,no,2006-06-02
236,33,yes,2016-05-26
236,25,yes,1992-10-10
236,18,no,1972-12-31
236,38,no,2012-12-28
236,8,no,1978-10-20
236,77,yes,2013-07-22
1261,31,no,1979-12-02
1261,56,yes,1980-11-17
1261,15,no,1998-07-20
1261,15,yes,2020-08-14
1261,57,no,2018-05-03
1261,2,no,1997-12-06
1261,85,no,1975-12-13
1261,31,no,2019-07-25
430,85,yes,1991-06-30
764,66,no,1985-07-16
764,81,no,1982-09-07
764,18,no,1974-03-01
764,64,yes,2018-07-02
764,19,yes,1981-12-17
764,57,no,2019-02-25
764,43,no,1998-12-27
764,62,yes,1996-02-07
889,94,yes,2013-07-19
889,48,no,1970-12-24
1723,79,no,2014-12-18
255,100,yes,1997-11-10
255,7,yes,2000-10-29
255,95,no,2006-12-27
255,83,yes,2004-12-02
509,31,yes,2007-08-08
509,63,yes,1986-05-12
509,88,yes,2013-03-11
509,76,no,2001-07-13
781,95,no,2010-11-04
781,21,no,1976-04-28
781,34,no,1982-08-26
781,4,no,1993-04-14
781,1,yes,1997-02-28
1674,81,no,1997-07-20
1674,74,no,2002-02-03
1555,44,yes,1973-12-22
1555,39,no,2000-01-01
1555,93,yes,2003-09-01
1555,93,yes,2012-12-23
1555,65,yes,2013-01-31
1635,99,yes,1994-02-22
670,54,yes,1976-06-20
670,73,no,2002-10-03
670,24,no,2006-04-25
670,18,yes,2011-07-22
670,49,yes,1992-12-30
670,30,yes,2019-01-25
1741,56,yes,1998-07-02
1741,94,no,2012-09-28
432,24,yes,1999-11-05
432,10,no,1997-01-23
432,27,no,1978-01-27
432,13,no,1972-04-13
432,1,yes,1992-05-01
432,7,yes,1981-03-10
432,56,yes,1999-03-06
1975,12,yes,1983-04-30
1975,53,yes,1973-01-10
1975,23,yes,2006-01-16
1975,97,no,2001-03-27
995,44,yes,1975-10-23
995,54,no,1980-10-19
995,12,no,1975-12-26
995,9,yes,2012-05-19
995,68,yes,1976-10-01
1301,49,yes,2018-07-08
1301,67,no,2013-02-25
1301,9,yes,1997-10-12
1301,71,no,2002-04-05
1621,73,yes,1989-03-05
1621,29,yes,2002-02-14
1621,22,yes,1989-06-18
1621,94,no,2009-07-15
1621,64,no,1997-09-29
283,38,yes,2010-04-09
973,72,no,1977-05-14
973,17,no,2015-08-22
973,46,yes,1983-04-10
973,33,no,1985-12-16
973,7,yes,1998-04-29
973,76,no,2019-08-03
973,77,yes,2019-10-14
973,87,yes,1985-12-01
1992,55,no,2010-06-23
1992,9,yes,1971-11-03
1992,94,yes,1979-07-26
1992,72,no,1970-08-13
1423,61,yes,1997-03-09
1423,17,yes,1995-07-19
1423,77,no,1980-01-16
795,30,yes,2018-09-24
795,100,no,2016-10-03
795,13,yes,2015-04-11
795,23,no,1990-05-21
795,39,yes,1986-05-30
795,37,no,1987-10-18
795,94,yes,1991-04-01
547,62,yes,2003-11-30
547,74,no,1975-02-23
547,81,yes,1980-05-09
547,78,no,2002-06-18
547,73,yes,1974-10-01
547,33,no,1975-01-15
547,29,no,1976-12-09
547,42,no,2020-10-25
673,12,yes,1974-03-04
673,25,yes,1989-09-20
673,46,no,2018-02-18
673,7,yes,1999-11-25
673,93,no,1983-02-15
673,31,yes,2006-04-29
673,50,yes,2012-04-11
673,90,yes,1996-07-20
1025,85,no,1984-06-27
1025,91,yes,1979-09-01
1025,29,no,2020-08-20
1025,51,yes,2013-11-20
1843,28,yes,1984-11-08
1843,77,yes,2011-04-11
1843,71,yes,2013-06-27
1843,29,no,1989-10-26
828,76,no,1981-08-13
828,97,no,2017-11-13
828,25,yes,1977-01-15
828,8,yes,1989-04-29
828,95,no,2007-12-28
828,72,no,1982-10-06
828,42,no,1998-09-16
828,68,yes,2009-05-12
828,90,no,2013-01-07
187,100,yes,1986-05-15
694,2,yes,2015-02-02
694,20,no,1981-08-04
694,76,no,1983-11-22
694,38,yes,1970-11-04
694,27,yes,1974-03-03
694,97,yes,1979-06-19
694,70,no,2003-08-26
694,44,yes,2005-03-19
694,62,no,1998-02-01
323,52,no,1998-08-28
323,41,yes,2003-12-08
1245,1,yes,1972-11-08
1245,24,yes,2006-08-22
1245,78,no,1979-07-04
1245,13,yes,2004-08-26
1245,18,yes,1978-11-08
1245,82,yes,2012-11-24
1245,54,no,1997-12-09
1006,74,no,1992-10-22
1006,6,no,1982-08-28
1006,32,no,2017-10-01
1006,14,yes,1975-01-19
1006,65,yes,2001-05-28
1006,56,yes,1982-11-10
1006,47,no,1997-01-31
1006,12,no,1986-08-21
617,73,no,1984-06-17
617,23,no,1993-05-22
617,40,no,1984-03-11
617,88,yes,2015-05-12
617,50,yes,1987-10-22
617,82,no,1980-06-30
617,63,no,1993-04-29
617,70,yes,1999-10-18
299,3,no,1991-05-31
299,47,yes,1995-11-07
299,87,no,1973-07-22
299,66,yes,2004-01-31
299,76,no,2015-03-07
299,10,no,1974-08-01
299,8,no,1972-09-29
1857,94,no,2015-03-31
1857,26,no,2003-10-04
1625,52,yes,2004-07-24
1625,43,no,2003-06-13
1625,44,yes,1980-02-25
97,3,yes,1971-03-09
97,48,no,1993-01-23
97,16,yes,1982-01-17
97,47,yes,1982-06-08
97,13,yes,1984-10-21
97,57,yes,1978-06-26
1972,99,yes,1990-03-30
1972,86,no,2000-10-28
1972,23,yes,1986-10-30
1972,19,yes,1988-02-06
1972,82,no,1980-11-06
1972,89,no,1982-11-14
1972,4,yes,1970-11-26
1972,53,no,1973-11-04
1289,88,yes,1997-02-24
1289,24,yes,1971-03-02
1289,52,no,2015-05-17
1289,79,yes,2016-09-11
1289,15,yes,2008-01-10
1309,63,no,1971-06-01
1309,11,no,1997-09-17
1309,80,yes,1972-08-27
1987,71,no,1989-08-05
1987,9,yes,2015-02-06
1081,68,no,2019-03-08
1081,35,no,1993-05-17
1081,92,no,1981-06-10
1081,39,no,1972-11-07
1081,28,yes,1978-08-12
1520,4,yes,1973-09-28
1520,24,yes,1998-10-16
1520,54,no,1983-04-21
1520,58,yes,2020-01-17
1520,98,yes,1995-09-10
1520,18,no,1990-11-24
1520,44,yes,1983-09-14
1785,35,yes,1994-06-07
1785,54,yes,1979-06-02
1785,19,yes,1997-08-01
1785,5,no,2012-01-29
1785,92,yes,1987-11-09
1785,31,yes,1974-07-22
989,94,no,1982-08-16
989,25,yes,1982-12-24
989,100,yes,1981-04-24
989,62,no,1986-12-16
989,22,no,2000-07-13
619,99,yes,1990-08-01
619,38,yes,1985-10-01
619,69,yes,1991-01-03
619,19,yes,2017-10-18
1429,60,yes,2008-09-13
1429,67,no,2012-03-31
1429,26,no,2016-09-13
1429,89,no,1984-11-10
594,30,yes,1974-12-25
594,64,no,1999-03-15
594,47,no,2007-12-04
594,80,yes,1995-03-16
594,84,yes,2006-04-02
1007,39,yes,2018-02-02
260,26,no,1986-12-12
1219,4,yes,2015-10-07
1219,11,yes,1995-06-03
1219,76,no,1981-05-25
1219,50,no,2005-11-25
1219,61,yes,2017-08-06
893,83,no,1995-01-19
893,12,no,1985-06-26
893,36,yes,1986-02-13
893,13,yes,1983-03-11
893,44,yes,1971-06-20
893,31,yes,1971-02-15
893,42,no,2018-02-20
6,27,yes,1979-12-31
6,35,yes,2020-03-02
6,94,no,2010-02-19
6,17,yes,1978-09-26
6,58,yes,1985-04-04
710,92,no,2006-06-27
710,36,yes,1978-10-02
710,82,no,2011-10-24
411,4,yes,1992-10-10
411,84,yes,1998-09-12
1533,99,yes,1996-02-22
1533,89,yes,2008-04-15
1533,53,no,1971-11-03
1533,30,yes,1976-11-01
1533,4,yes,1979-06-11
1533,53,no,1975-09-08
1533,87,yes,2011-04-12
1533,82,no,2016-11-15
1533,68,yes,1991-08-25
340,51,yes,1994-04-15
340,54,no,1999-06-04
1045,45,no,2010-05-08
1045,12,yes,1984-02-14
1045,44,no,2004-11-09
1045,45,yes,1993-02-10
1045,26,yes,1989-07-23
1045,35,yes,1986-12-19
1045,20,yes,1982-03-08
1045,83,no,2007-04-01
1045,35,no,2012-07-30
117,58,no,1984-06-29
117,13,no,1988-12-20
117,99,yes,2000-03-04
117,56,yes,1980-07-17
117,56,no,2014-03-05
117,79,no,2009-06-21
117,73,no,2001-09-29
117,70,no,1971-05-29
1455,71,yes,1973-01-04
977,86,yes,1998-04-23
275,32,yes,1975-08-29
275,95,yes,1978-03-14
275,48,yes,1989-09-22
275,42,no,1982-03-31
275,97,yes,2003-04-03
275,4,no,1970-02-18
1974,55,no,2006-06-16
1974,8,no,1988-06-19
1974,11,yes,1978-05-02
1974,57,yes,1984-10-26
1974,40,no,2005-08-25
1974,10,yes,2002-03-16
1974,32,yes,2003-06-16
963,85,no,2005-12-26
963,28,yes,1997-02-15
1539,81,no,2016-04-25
1539,76,yes,1996-09-13
1539,25,yes,1983-07-20
1539,82,yes,1975-12-03
1539,91,yes,2006-03-04
1539,5,no,1972-08-29
1539,45,yes,1989-03-23
1539,84,no,2013-03-26
1281,5,no,1990-12-06
1281,97,yes,1991-05-11
1281,69,yes,1981-04-14
1281,84,yes,1999-02-04
1281,47,no,2019-02-07
1281,36,yes,1977-01-17
1281,37,yes,1998-04-06
548,22,no,2009-03-03
548,16,yes,2010-09-11
548,60,yes,1987-09-24
1859,82,no,2003-03-31
1859,98,yes,1980-12-19
1859,94,yes,1997-02-06
1859,29,yes,2012-09-30
1859,56,yes,1999-03-26
1859,55,yes,1988-08-07
1859,64,no,2002-11-21
1859,35,yes,1998-01-13
423,55,no,2017-06-08
344,30,yes,2017-04-21
344,97,no,2006-04-04
344,60,no,1970-07-29
344,100,no,1977-04-10
344,93,no,1980-05-26
344,60,no,1993-08-25
1139,20,yes,1997-08-07
1139,60,yes,2019-03-09
1139,80,yes,2007-05-19
1139,73,no,1980-08-06
1775,33,yes,1984-11-12
1775,63,no,2000-10-13
154,71,yes,1975-08-26
154,2,yes,1984-06-05
154,18,yes,1990-11-24
154,75,no,1998-11-18
154,64,no,1976-08-12
154,84,no,1976-07-16
154,74,no,2019-10-11
154,12,no,2018-02-12
154,58,yes,1976-02-07
1637,16,yes,1999-04-23
1637,20,no,1985-04-14
1637,63,yes,1986-03-31
1637,39,no,2009-07-12
786,19,yes,1986-01-19
786,55,yes,1994-03-24
786,69,no,1985-07-27
786,11,no,2005-11-27
786,66,yes,2008-08-25
786,95,yes,2008-02-13
786,2,yes,1984-07-20
1936,22,yes,1994-02-18
1936,28,no,1987-07-09
1936,47,yes,1986-06-13
1936,88,yes,1985-01-27
1936,95,no,2004-09-07
1936,21,yes,2001-02-11
1936,27,no,1994-05-06
1936,76,yes,2006-06-20
1513,50,yes,1991-09-11
1470,93,yes,1984-07-31
1470,55,yes,1981-08-30
1470,14,yes,2010-07-29
1470,21,yes,1996-11-19
118,96,no,1989-11-13
118,82,no,1989-10-24
118,22,no,2012-12-19
118,73,no,2008-09-01
118,81,no,1992-05-02
118,94,no,1981-03-09
118,90,yes,1974-02-14
1507,9,no,1977-11-03
1507,80,yes,2013-12-22
1507,83,yes,2007-12-06
1507,100,no,1992-09-06
1679,83,yes,2008-04-28
1679,7,no,2012-12-31
1679,61,yes,1986-08-24
1679,35,no,1976-01-15
812,86,no,1978-09-03
812,17,yes,1992-06-28
976,30,no,1974-07-13
976,57,no,2004-06-25
976,58,no,1979-10-01
976,70,no,2004-09-01
976,58,no,1979-09-13
1549,37,no,2002-04-25
661,2,yes,2004-10-10
661,46,yes,1983-11-22
661,26,no,2011-03-15
661,23,yes,2002-04-10
661,28,yes,1974-09-09
1179,97,yes,2018-04-16
1179,72,no,1994-02-07
1179,52,yes,1971-04-24
1179,85,yes,1984-02-05
1179,52,no,2001-10-15
1179,9,yes,2018-01-11
691,74,yes,1982-11-25
691,65,yes,1993-01-02
691,81,yes,1999-02-21
691,72,yes,2001-07-20
691,74,no,2020-08-06
691,5,no,1972-01-28
691,79,yes,1998-09-05
793,33,no,1991-02-04
793,55,no,2020-08-16
793,48,no,1997-03-12
793,57,yes,1975-08-09
793,17,yes,1985-10-20
793,69,no,1983-05-11
793,85,yes,2014-03-17
793,60,yes,2019-07-21
1990,49,yes,1993-04-13
1990,54,yes,2010-08-12
1990,37,yes,1979-10-13
1990,83,no,1980-12-27
1990,74,yes,2004-05-10
1990,94,no,1995-11-15
1990,29,no,2019-06-22
1990,36,yes,1982-02-10
1990,38,yes,1991-04-09
905,32,yes,1997-05-04
1734,52,no,1991-04-11
487,7,no,1991-05-24
487,31,yes,2011-01-02
487,59,yes,1989-05-02
487,44,yes,2001-09-14
487,23,yes,2009-07-08
487,10,no,2019-12-18
1037,29,yes,2007-11-23
1037,74,no,2006-03-22
1037,89,yes,2016-06-21
1037,13,no,1996-04-28
1037,43,no,2003-09-02
1037,99,yes,1978-11-06
955,19,no,2015-12-20
955,15,no,2009-12-01
955,77,no,1979-10-12
955,20,no,2000-04-22
955,96,no,1975-03-28
955,38,no,2001-10-10
955,94,no,1997-05-03
955,39,yes,2011-02-07
955,74,no,2012-10-11
1809,42,yes,1980-10-04
1809,39,yes,1988-05-22
1809,15,no,1970-08-04
1809,25,no,2010-05-08
1809,40,yes,2000-09-19
1809,79,yes,2014-05-03
1864,87,no,1993-07-28
1864,39,yes,1975-08-16
1864,96,no,1980-05-02
4,50,yes,1987-02-09
4,74,no,2017-05-29
4,95,yes,1983-02-08
4,6,yes,1980-05-28
1512,9,yes,2019-01-09
1512,91,yes,2000-10-10
1512,18,no,1993-07-02
1168,29,no,1989-09-25
1168,52,no,1992-01-09
1168,13,no,2009-04-01
1168,92,no,1975-08-08
1400,42,yes,1995-05-18
1400,22,no,2002-06-09
1400,17,no,1983-02-28
1400,6,no,1981-08-25
1400,31,no,1980-04-01
1400,34,no,2005-01-09
316,10,no,1975-12-20
316,8,yes,1970-09-13
316,10,no,1995-05-02
316,70,yes,2003-12-05
316,69,no,2002-04-11
316,98,yes,1985-06-22
316,62,yes,1985-11-22
316,77,no,2009-04-10
1091,23,yes,1983-12-03
1091,30,yes,2002-12-30
1091,69,no,2004-07-10
1091,23,no,1995-02-26
1091,10,no,2006-09-01
1091,31,no,1987-06-14
1091,96,no,1981-08-29
1091,90,yes,1984-03-06
1690,37,no,2018-12-24
243,45,yes,2011-01-08
243,41,yes,1983-05-03
243,90,yes,1989-01-06
243,65,no,1973-03-31
243,86,yes,1993-01-01
243,33,yes,2010-06-14
230,9,yes,1991-07-26
230,44,yes,1996-02-29
1455,94,no,1993-04-10
1455,58,yes,1977-08-17
1455,90,yes,2011-08-27
1455,51,no,2009-10-03
1455,15,no,2012-10-13
1455,64,yes,2019-12-11
1455,81,yes,1989-08-29
1455,58,no,1971-07-15
1455,63,no,1974-11-07
608,60,no,1988-04-05
608,49,yes,1982-10-08
608,34,no,1986-01-03
608,40,no,2003-09-09
608,86,yes,1991-02-10
608,87,no,2002-08-17
608,71,yes,2000-01-29
1657,33,yes,1977-09-08
1657,81,yes,1974-11-07
1657,65,yes,1971-12-07
1657,53,yes,1976-09-28
1657,38,yes,1975-01-20
1657,58,yes,1988-08-12
1657,26,no,2014-10-13
1657,18,no,2020-02-18
1657,82,yes,1999-02-26
705,53,no,1985-12-28
705,96,no,2003-12-07
238,5,no,2017-02-14
238,26,yes,1984-10-02
238,65,no,2019-09-29
238,70,yes,1985-12-15
990,47,no,1974-07-06
990,24,no,2011-08-23
801,20,no,1979-05-05
801,31,no,2014-11-04
801,55,yes,2015-08-01
801,77,yes,1999-11-21
801,84,no,1994-05-27
801,95,no,1985-01-15
801,23,yes,1993-04-16
801,11,yes,1972-05-17
801,36,no,2016-01-16
1381,7,yes,2007-10-07
1381,91,no,1975-08-31
1381,30,no,1990-10-08
1381,1,yes,1985-05-22
1381,61,yes,1974-07-15
1381,8,no,1984-09-22
1381,34,no,1978-03-13
1381,33,yes,2008-03-23
1381,58,no,1999-03-06
26,14,no,1984-05-23
26,88,no,2000-07-23
26,38,yes,2002-05-23
26,67,no,1972-03-02
26,27,no,1979-03-04
589,97,yes,2006-11-11
589,17,no,1989-04-07
589,93,yes,1992-12-16
589,91,yes,2004-06-15
589,77,yes,1998-03-19
589,34,no,1999-12-10
589,64,yes,1999-02-25
280,36,no,1973-05-15
280,9,yes,1981-11-01
280,31,yes,2003-07-28
1868,47,yes,1993-12-16
1868,18,yes,2020-04-20
655,89,no,2003-01-01
655,89,yes,1983-10-17
655,41,yes,2002-12-25
655,91,yes,1997-07-08
655,8,yes,1986-06-07
655,74,no,1973-02-18
655,23,no,1995-06-15
655,33,yes,1995-03-17
655,43,yes,1992-03-01
1594,6,no,2003-11-24
1688,8,no,1997-10-13
1688,95,yes,1974-09-14
1688,88,yes,1983-04-30
1688,1,no,1985-12-04
1688,44,no,1978-05-14
1688,78,yes,2008-10-18
576,73,no,2006-12-13
576,5,yes,2007-11-02
576,44,no,1981-08-21
1513,99,no,2005-06-25
1513,45,yes,1989-06-23
1513,1,yes,1992-09-02
1513,32,no,2013-09-05
1513,39,no,1995-06-04
1513,79,no,1973-07-23
1513,92,no,2002-11-20
1513,44,no,1991-08-04
1513,75,no,2000-08-05
960,76,no,1994-11-06
960,30,no,1978-03-13
960,71,no,2014-08-18
960,2,yes,1995-04-17
960,3,no,2016-04-19
960,23,yes,1996-06-24
960,20,yes,1999-02-01
1141,44,no,1990-12-19
1141,96,yes,2012-03-19
728,19,no,1983-12-14
728,12,no,1989-04-06
260,91,yes,1996-01-31
1482,43,yes,2000-06-04
1482,84,no,1984-07-24
1482,98,yes,1999-01-08
1482,86,yes,1971-07-02
1482,52,no,1987-05-28
572,18,yes,1985-07-12
572,73,no,2018-06-20
572,37,no,1990-04-09
572,32,no,1972-12-08
572,40,yes,1992-11-10
572,41,no,1994-07-03
671,66,no,2003-01-26
671,69,yes,1983-08-09
